order_item_id,order_id,product_id,quantity,price,subtotal
127,49,58,2,20.84,41.68
128,50,58,2,20.84,41.68
129,51,46,4,306.21,1224.84
130,52,21,5,397.21,1986.05
131,52,50,4,497.89,1991.56
132,52,23,2,226.38,452.76
133,52,7,5,205.07,1025.35
134,53,94,2,241.54,483.08
135,53,28,1,242.71,242.71
136,53,76,1,426.76,426.76
137,53,46,1,306.21,306.21
138,54,86,4,397.74,1590.96
139,55,61,4,359.64,1438.56
140,55,75,4,385.83,1543.32
141,55,33,5,384.16,1920.8
142,56,91,4,261.31,1045.24
143,57,2,3,152.12,456.36
144,57,29,5,225.18,1125.9
145,58,73,5,387.14,1935.7
146,58,85,5,492.59,2462.95
147,58,23,2,226.38,452.76
148,59,78,2,270.01,540.02
149,60,38,2,317.16,634.32
150,60,27,5,38.1,190.5
151,60,55,1,329.8,329.8
152,61,80,5,451.49,2257.45
153,62,73,4,387.14,1548.56
154,62,37,3,354.37,1063.11
155,62,64,5,142.89,714.45
156,62,69,5,57.06,285.3
157,63,16,1,472.23,472.23
158,63,76,4,426.76,1707.04
159,64,94,3,241.54,724.62
160,65,84,5,367.52,1837.6
161,65,33,5,384.16,1920.8
162,66,88,4,434.27,1737.08
163,66,79,5,141.3,706.5
164,66,30,1,357.25,357.25
165,66,84,3,367.52,1102.56
166,67,39,5,284.11,1420.55
167,67,30,5,357.25,1786.25
168,68,68,5,32.27,161.35
169,68,55,3,329.8,989.4
170,69,16,2,472.23,944.46
171,69,27,5,38.1,190.5
172,69,78,5,270.01,1350.05
173,70,8,3,301.86,905.58
174,71,75,5,385.83,1929.15
175,71,10,2,316.11,632.22
176,71,78,1,270.01,270.01
177,72,42,2,408.3,816.6
178,72,46,1,306.21,306.21
179,73,17,5,339.84,1699.2
180,73,65,4,127.37,509.48
181,74,85,1,492.59,492.59
182,75,55,1,329.8,329.8
183,76,75,3,385.83,1157.49
184,76,95,1,221.84,221.84
185,76,100,4,46.79,187.16
186,77,30,2,357.25,714.5
187,78,65,2,127.37,254.74
188,79,92,1,332.79,332.79
189,79,32,5,108.18,540.9
190,80,54,4,118.02,472.08
191,80,20,4,86.94,347.76
192,80,37,4,354.37,1417.48
193,80,62,2,466.1,932.2
194,81,6,1,142.79,142.79
195,81,50,5,497.89,2489.45
196,81,69,3,57.06,171.18
197,82,64,1,142.89,142.89
198,83,41,3,41.31,123.93
199,84,49,5,495.64,2478.2
200,85,65,2,127.37,254.74
201,85,76,5,426.76,2133.8
202,86,90,2,214.08,428.16
203,86,3,4,372.18,1488.72
204,87,18,5,45.04,225.2
205,88,87,1,90.21,90.21
206,89,65,3,127.37,382.11
207,89,23,3,226.38,679.14
208,90,33,3,384.16,1152.48
209,90,3,2,372.18,744.36
210,91,14,4,355.43,1421.72
211,91,53,5,493.72,2468.6
212,91,41,4,41.31,165.24
213,91,48,1,424.68,424.68
214,92,85,4,492.59,1970.36
215,92,12,2,70.96,141.92
216,93,82,2,369.1,738.2
217,93,71,1,374.06,374.06
218,94,69,3,57.06,171.18
219,95,62,5,466.1,2330.5
220,95,22,2,59.15,118.3
221,96,2,1,152.12,152.12
222,97,74,2,400.73,801.46
223,97,86,5,397.74,1988.7
224,97,8,2,301.86,603.72
225,97,84,1,367.52,367.52
226,98,26,2,182.69,365.38
227,99,76,2,426.76,853.52
228,99,84,4,367.52,1470.08
229,99,44,3,46.58,139.74
230,100,23,3,226.38,679.14
231,100,87,5,90.21,451.05
232,100,59,3,355.95,1067.85
233,100,40,2,390.15,780.3
234,101,68,3,32.27,96.81
235,101,10,5,316.11,1580.55
236,102,87,2,90.21,180.42
237,103,83,1,238.96,238.96
238,104,30,5,357.25,1786.25
239,105,88,4,434.27,1737.08
240,105,66,5,379.64,1898.2
241,106,94,5,241.54,1207.7
242,106,18,1,45.04,45.04
243,107,57,2,225.85,451.7
244,107,95,2,221.84,443.68
245,108,22,5,59.15,295.75
246,108,66,1,379.64,379.64
247,109,6,5,142.79,713.95
248,109,89,4,27.6,110.4
249,109,15,1,53.94,53.94
250,110,57,5,225.85,1129.25
251,111,52,5,111.57,557.85
252,111,13,2,30.46,60.92
253,111,98,2,173.14,346.28
254,112,51,4,185.34,741.36
255,112,94,1,241.54,241.54
256,112,67,5,401.38,2006.9
257,113,9,3,78.57,235.71
258,114,79,2,141.3,282.6
259,114,38,3,317.16,951.48
260,115,41,5,41.31,206.55
261,115,42,3,408.3,1224.9
262,115,35,1,410.32,410.32
263,116,25,4,175.52,702.08
264,116,8,4,301.86,1207.44
265,117,96,2,305.97,611.94
266,118,22,3,59.15,177.45
267,118,36,4,50.25,201.0
268,119,99,4,494.94,1979.76
269,120,5,5,79.43,397.15
270,120,34,2,134.4,268.8
271,120,17,2,339.84,679.68
272,120,17,1,339.84,339.84
273,121,58,5,20.84,104.2
274,121,28,1,242.71,242.71
275,122,5,2,79.43,158.86
276,122,77,5,128.87,644.35
277,122,33,4,384.16,1536.64
278,122,44,3,46.58,139.74
279,123,37,5,354.37,1771.85
280,123,2,1,152.12,152.12
281,123,1,5,29.45,147.25
282,124,5,3,79.43,238.29
283,124,32,3,108.18,324.54
284,125,80,4,451.49,1805.96
285,125,46,1,306.21,306.21
286,125,96,5,305.97,1529.85
287,126,75,4,385.83,1543.32
288,126,49,2,495.64,991.28
289,126,45,1,234.82,234.82
290,126,70,4,159.99,639.96
291,127,22,1,59.15,59.15
292,127,24,4,78.21,312.84
293,128,26,3,182.69,548.07
294,129,77,1,128.87,128.87
295,129,9,1,78.57,78.57
296,130,56,5,189.05,945.25
297,130,90,2,214.08,428.16
298,130,98,5,173.14,865.7
299,131,29,4,225.18,900.72
300,131,94,2,241.54,483.08
301,131,93,1,341.85,341.85
302,132,43,2,22.62,45.24
303,132,30,5,357.25,1786.25
304,132,82,1,369.1,369.1
305,132,79,5,141.3,706.5
306,133,49,3,495.64,1486.92
307,133,9,3,78.57,235.71
308,133,5,4,79.43,317.72
309,134,77,2,128.87,257.74
310,134,15,3,53.94,161.82
311,135,12,5,70.96,354.8
312,135,24,5,78.21,391.05
313,135,72,5,437.04,2185.2
314,135,5,3,79.43,238.29
315,136,82,5,369.1,1845.5
316,137,56,5,189.05,945.25
317,137,63,3,94.39,283.17
318,138,91,3,261.31,783.93
319,139,46,1,306.21,306.21
320,139,50,1,497.89,497.89
321,139,38,5,317.16,1585.8
322,140,4,4,118.42,473.68
323,141,59,5,355.95,1779.75
324,142,46,2,306.21,612.42
325,142,54,1,118.02,118.02
326,142,32,2,108.18,216.36
327,143,85,5,492.59,2462.95
328,144,29,1,225.18,225.18
329,144,83,5,238.96,1194.8
330,145,93,4,341.85,1367.4
331,146,62,5,466.1,2330.5
332,146,3,3,372.18,1116.54
333,146,2,5,152.12,760.6
334,146,72,5,437.04,2185.2
335,147,4,2,118.42,236.84
336,147,56,5,189.05,945.25
337,148,23,1,226.38,226.38
338,148,30,2,357.25,714.5
339,148,2,2,152.12,304.24
340,148,30,4,357.25,1429.0
341,149,83,3,238.96,716.88
342,149,10,5,316.11,1580.55
343,150,41,3,41.31,123.93
344,151,90,5,214.08,1070.4
345,151,23,4,226.38,905.52
346,151,18,4,45.04,180.16
347,152,41,5,41.31,206.55
348,152,30,4,357.25,1429.0
349,152,39,1,284.11,284.11
350,153,61,2,359.64,719.28
351,154,97,5,384.42,1922.1
352,154,82,4,369.1,1476.4
353,154,98,2,173.14,346.28
354,155,97,3,384.42,1153.26
355,156,75,5,385.83,1929.15
356,156,5,4,79.43,317.72
357,156,81,2,35.95,71.9
358,157,52,4,111.57,446.28
359,157,40,4,390.15,1560.6
360,157,57,2,225.85,451.7
361,157,96,1,305.97,305.97
362,158,37,2,354.37,708.74
363,158,39,4,284.11,1136.44
364,159,37,4,354.37,1417.48
365,159,41,5,41.31,206.55
366,159,83,5,238.96,1194.8
367,159,12,3,70.96,212.88
368,160,56,2,189.05,378.1
369,160,15,5,53.94,269.7
370,160,23,2,226.38,452.76
371,160,97,2,384.42,768.84
372,161,8,1,301.86,301.86
373,161,42,5,408.3,2041.5
374,162,73,1,387.14,387.14
375,162,49,3,495.64,1486.92
376,162,33,1,384.16,384.16
377,163,4,2,118.42,236.84
378,163,73,5,387.14,1935.7
379,163,87,1,90.21,90.21
380,164,72,1,437.04,437.04
381,164,81,5,35.95,179.75
382,165,36,5,50.25,251.25
383,166,89,3,27.6,82.8
384,166,25,3,175.52,526.56
385,166,23,2,226.38,452.76
386,166,86,4,397.74,1590.96
387,167,67,5,401.38,2006.9
388,167,84,1,367.52,367.52
389,167,3,5,372.18,1860.9
390,167,80,3,451.49,1354.47
391,168,12,1,70.96,70.96
392,168,45,4,234.82,939.28
393,169,63,3,94.39,283.17
394,169,97,2,384.42,768.84
395,169,37,2,354.37,708.74
396,170,43,1,22.62,22.62
397,170,73,5,387.14,1935.7
398,170,96,2,305.97,611.94
399,170,81,3,35.95,107.85
400,171,93,5,341.85,1709.25
401,171,61,5,359.64,1798.2
402,172,59,4,355.95,1423.8
403,172,53,2,493.72,987.44
404,173,40,1,390.15,390.15
405,174,8,1,301.86,301.86
406,175,75,4,385.83,1543.32
407,175,59,1,355.95,355.95
408,175,10,1,316.11,316.11
409,175,64,3,142.89,428.67
410,176,26,3,182.69,548.07
411,177,30,5,357.25,1786.25
412,178,44,3,46.58,139.74
413,179,12,3,70.96,212.88
414,180,42,4,408.3,1633.2
415,180,98,2,173.14,346.28
416,181,11,4,453.8,1815.2
417,181,58,5,20.84,104.2
418,181,4,2,118.42,236.84
419,182,76,1,426.76,426.76
420,183,94,5,241.54,1207.7
421,184,91,4,261.31,1045.24
422,185,58,3,20.84,62.52
423,185,28,1,242.71,242.71
424,185,79,5,141.3,706.5
425,186,67,1,401.38,401.38
426,186,99,2,494.94,989.88
427,187,8,1,301.86,301.86
428,187,23,1,226.38,226.38
429,187,56,3,189.05,567.15
430,188,64,1,142.89,142.89
431,189,18,2,45.04,90.08
432,189,35,2,410.32,820.64
433,190,48,2,424.68,849.36
434,190,58,3,20.84,62.52
435,191,46,2,306.21,612.42
436,191,68,4,32.27,129.08
437,192,83,4,238.96,955.84
438,192,61,1,359.64,359.64
439,192,49,5,495.64,2478.2
440,192,54,2,118.02,236.04
441,193,11,3,453.8,1361.4
442,193,47,1,45.16,45.16
443,194,91,5,261.31,1306.55
444,194,17,4,339.84,1359.36
445,194,77,1,128.87,128.87
446,195,18,3,45.04,135.12
447,195,48,4,424.68,1698.72
448,195,85,5,492.59,2462.95
449,195,99,1,494.94,494.94
450,196,42,4,408.3,1633.2
451,197,37,5,354.37,1771.85
452,197,3,5,372.18,1860.9
453,197,11,5,453.8,2269.0
454,197,87,2,90.21,180.42
455,198,32,5,108.18,540.9
456,199,41,4,41.31,165.24
457,199,78,1,270.01,270.01
458,199,29,2,225.18,450.36
459,200,69,2,57.06,114.12
460,201,99,5,494.94,2474.7
461,202,16,2,472.23,944.46
462,202,50,5,497.89,2489.45
463,202,74,5,400.73,2003.65
464,202,87,3,90.21,270.63
465,203,63,3,94.39,283.17
466,204,87,5,90.21,451.05
467,204,21,1,397.21,397.21
468,205,7,5,205.07,1025.35
469,205,41,1,41.31,41.31
470,205,17,2,339.84,679.68
471,206,99,5,494.94,2474.7
472,206,72,1,437.04,437.04
473,206,10,1,316.11,316.11
474,206,20,2,86.94,173.88
475,207,1,1,29.45,29.45
476,207,45,2,234.82,469.64
477,207,13,5,30.46,152.3
478,208,97,3,384.42,1153.26
479,208,4,1,118.42,118.42
480,209,16,2,472.23,944.46
481,209,3,3,372.18,1116.54
482,209,20,3,86.94,260.82
483,210,46,5,306.21,1531.05
484,210,97,3,384.42,1153.26
485,210,78,1,270.01,270.01
486,211,5,1,79.43,79.43
487,212,17,1,339.84,339.84
488,212,67,5,401.38,2006.9
489,212,11,3,453.8,1361.4
490,213,5,5,79.43,397.15
491,213,89,4,27.6,110.4
492,213,90,1,214.08,214.08
493,213,8,1,301.86,301.86
494,214,45,3,234.82,704.46
495,214,57,2,225.85,451.7
496,214,82,5,369.1,1845.5
497,215,21,2,397.21,794.42
498,215,3,1,372.18,372.18
499,215,76,5,426.76,2133.8
500,215,57,5,225.85,1129.25
501,216,31,2,169.22,338.44
502,217,17,1,339.84,339.84
503,217,32,3,108.18,324.54
504,218,72,5,437.04,2185.2
505,218,65,5,127.37,636.85
506,219,38,1,317.16,317.16
507,219,54,4,118.02,472.08
508,219,98,3,173.14,519.42
509,219,23,4,226.38,905.52
510,220,55,4,329.8,1319.2
511,220,41,4,41.31,165.24
512,220,42,5,408.3,2041.5
513,221,39,2,284.11,568.22
514,222,24,4,78.21,312.84
515,222,32,5,108.18,540.9
516,223,32,5,108.18,540.9
517,223,62,3,466.1,1398.3
518,223,20,4,86.94,347.76
519,223,50,2,497.89,995.78
520,224,82,2,369.1,738.2
521,224,43,5,22.62,113.1
522,224,21,5,397.21,1986.05
523,224,89,2,27.6,55.2
524,225,80,3,451.49,1354.47
525,226,59,5,355.95,1779.75
526,226,39,2,284.11,568.22
527,227,55,1,329.8,329.8
528,227,79,1,141.3,141.3
529,228,34,5,134.4,672.0
530,228,58,4,20.84,83.36
531,228,75,4,385.83,1543.32
532,228,27,2,38.1,76.2
533,229,4,2,118.42,236.84
534,229,11,5,453.8,2269.0
535,229,38,2,317.16,634.32
536,229,73,2,387.14,774.28
537,230,65,4,127.37,509.48
538,230,12,1,70.96,70.96
539,230,13,3,30.46,91.38
540,230,91,2,261.31,522.62
541,231,50,2,497.89,995.78
542,232,72,4,437.04,1748.16
543,232,53,4,493.72,1974.88
544,232,67,5,401.38,2006.9
545,232,67,5,401.38,2006.9
546,233,100,2,46.79,93.58
547,233,72,5,437.04,2185.2
548,233,87,1,90.21,90.21
549,234,52,5,111.57,557.85
550,235,69,2,57.06,114.12
551,235,29,3,225.18,675.54
552,236,61,2,359.64,719.28
553,236,59,1,355.95,355.95
554,236,3,2,372.18,744.36
555,237,36,4,50.25,201.0
556,237,81,2,35.95,71.9
557,237,65,2,127.37,254.74
558,238,93,5,341.85,1709.25
559,238,13,5,30.46,152.3
560,238,32,3,108.18,324.54
561,238,49,3,495.64,1486.92
562,239,37,3,354.37,1063.11
563,240,17,4,339.84,1359.36
564,240,12,5,70.96,354.8
565,241,60,5,158.81,794.05
566,241,70,2,159.99,319.98
567,241,32,3,108.18,324.54
568,242,31,4,169.22,676.88
569,242,4,3,118.42,355.26
570,242,5,4,79.43,317.72
571,243,21,1,397.21,397.21
572,244,50,3,497.89,1493.67
573,244,75,5,385.83,1929.15
574,244,6,1,142.79,142.79
575,244,53,3,493.72,1481.16
576,245,5,2,79.43,158.86
577,245,83,1,238.96,238.96
578,245,22,2,59.15,118.3
579,245,67,4,401.38,1605.52
580,246,23,2,226.38,452.76
581,246,42,4,408.3,1633.2
582,247,92,1,332.79,332.79
583,247,51,2,185.34,370.68
584,248,47,1,45.16,45.16
585,248,75,2,385.83,771.66
586,248,92,4,332.79,1331.16
587,249,97,1,384.42,384.42
588,249,50,2,497.89,995.78
589,249,17,3,339.84,1019.52
590,250,92,2,332.79,665.58
591,250,81,2,35.95,71.9
592,251,49,4,495.64,1982.56
593,251,34,4,134.4,537.6
594,252,88,1,434.27,434.27
595,253,40,2,390.15,780.3
596,253,100,1,46.79,46.79
597,254,49,4,495.64,1982.56
598,254,44,1,46.58,46.58
599,254,25,3,175.52,526.56
600,255,82,5,369.1,1845.5
601,255,83,5,238.96,1194.8
602,255,79,3,141.3,423.9
603,256,59,1,355.95,355.95
604,256,97,5,384.42,1922.1
605,257,99,3,494.94,1484.82
606,257,26,2,182.69,365.38
607,257,71,4,374.06,1496.24
608,257,76,4,426.76,1707.04
609,258,60,1,158.81,158.81
610,259,30,2,357.25,714.5
611,259,95,5,221.84,1109.2
612,259,46,3,306.21,918.63
613,259,10,1,316.11,316.11
614,260,96,1,305.97,305.97
615,261,33,4,384.16,1536.64
616,262,43,3,22.62,67.86
617,262,48,5,424.68,2123.4
618,262,51,2,185.34,370.68
619,262,16,2,472.23,944.46
620,263,62,2,466.1,932.2
621,263,69,2,57.06,114.12
622,264,88,4,434.27,1737.08
623,265,72,5,437.04,2185.2
624,266,56,4,189.05,756.2
625,267,73,1,387.14,387.14
626,268,84,3,367.52,1102.56
627,268,94,2,241.54,483.08
628,268,100,5,46.79,233.95
629,269,77,4,128.87,515.48
630,270,85,2,492.59,985.18
631,270,10,4,316.11,1264.44
632,271,42,2,408.3,816.6
633,272,66,3,379.64,1138.92
634,272,90,5,214.08,1070.4
635,272,51,5,185.34,926.7
636,272,61,4,359.64,1438.56
637,273,8,4,301.86,1207.44
638,274,75,4,385.83,1543.32
639,274,91,4,261.31,1045.24
640,275,47,1,45.16,45.16
641,275,46,2,306.21,612.42
642,275,97,3,384.42,1153.26
643,275,93,2,341.85,683.7
644,276,16,4,472.23,1888.92
645,276,20,1,86.94,86.94
646,276,14,2,355.43,710.86
647,277,14,3,355.43,1066.29
648,277,68,3,32.27,96.81
649,278,92,5,332.79,1663.95
650,278,78,3,270.01,810.03
651,278,32,2,108.18,216.36
652,278,54,4,118.02,472.08
653,279,68,4,32.27,129.08
654,279,40,2,390.15,780.3
655,279,3,3,372.18,1116.54
656,280,26,5,182.69,913.45
657,280,38,5,317.16,1585.8
658,280,82,2,369.1,738.2
659,281,48,3,424.68,1274.04
660,281,19,2,180.91,361.82
661,281,62,2,466.1,932.2
662,281,79,5,141.3,706.5
663,282,8,5,301.86,1509.3
664,282,39,4,284.11,1136.44
665,282,73,4,387.14,1548.56
666,282,77,1,128.87,128.87
667,283,77,4,128.87,515.48
668,283,70,3,159.99,479.97
669,283,48,5,424.68,2123.4
670,284,58,1,20.84,20.84
671,285,48,5,424.68,2123.4
672,285,34,4,134.4,537.6
673,285,30,2,357.25,714.5
674,286,86,3,397.74,1193.22
675,286,3,1,372.18,372.18
676,286,86,2,397.74,795.48
677,287,70,4,159.99,639.96
678,287,47,2,45.16,90.32
679,288,60,4,158.81,635.24
680,288,85,3,492.59,1477.77
681,288,57,2,225.85,451.7
682,288,32,3,108.18,324.54
683,289,99,3,494.94,1484.82
684,289,88,1,434.27,434.27
685,289,44,4,46.58,186.32
686,289,25,2,175.52,351.04
687,290,86,4,397.74,1590.96
688,290,66,3,379.64,1138.92
689,290,35,5,410.32,2051.6
690,290,19,1,180.91,180.91
691,291,56,3,189.05,567.15
692,291,81,1,35.95,35.95
693,292,68,2,32.27,64.54
694,292,46,1,306.21,306.21
695,293,98,2,173.14,346.28
696,293,79,5,141.3,706.5
697,293,41,4,41.31,165.24
698,293,75,2,385.83,771.66
699,294,83,4,238.96,955.84
700,294,12,3,70.96,212.88
701,295,32,1,108.18,108.18
702,295,47,5,45.16,225.8
703,295,53,2,493.72,987.44
704,295,53,2,493.72,987.44
705,296,5,5,79.43,397.15
706,297,11,2,453.8,907.6
707,297,15,4,53.94,215.76
708,297,59,1,355.95,355.95
709,297,50,5,497.89,2489.45
710,298,68,4,32.27,129.08
711,298,69,3,57.06,171.18
712,299,19,4,180.91,723.64
713,299,46,3,306.21,918.63
714,300,11,5,453.8,2269.0
715,301,19,3,180.91,542.73
716,301,4,1,118.42,118.42
717,301,60,4,158.81,635.24
718,302,52,5,111.57,557.85
719,302,75,1,385.83,385.83
720,303,34,4,134.4,537.6
721,303,88,4,434.27,1737.08
722,304,68,1,32.27,32.27
723,304,95,1,221.84,221.84
724,305,82,5,369.1,1845.5
725,306,27,3,38.1,114.3
726,306,67,1,401.38,401.38
727,306,37,2,354.37,708.74
728,307,36,4,50.25,201.0
729,307,75,3,385.83,1157.49
730,307,31,5,169.22,846.1
731,308,39,1,284.11,284.11
732,309,83,3,238.96,716.88
733,310,60,1,158.81,158.81
734,311,39,2,284.11,568.22
735,312,39,5,284.11,1420.55
736,312,86,2,397.74,795.48
737,312,91,2,261.31,522.62
738,313,66,4,379.64,1518.56
739,314,22,2,59.15,118.3
740,315,47,3,45.16,135.48
741,315,37,1,354.37,354.37
742,316,38,2,317.16,634.32
743,316,39,2,284.11,568.22
744,316,96,1,305.97,305.97
745,316,95,1,221.84,221.84
746,317,15,5,53.94,269.7
747,317,59,3,355.95,1067.85
748,318,65,4,127.37,509.48
749,319,23,3,226.38,679.14
750,319,3,5,372.18,1860.9
751,319,33,5,384.16,1920.8
752,320,23,1,226.38,226.38
753,321,61,1,359.64,359.64
754,321,62,2,466.1,932.2
755,322,40,4,390.15,1560.6
756,323,92,2,332.79,665.58
757,323,36,5,50.25,251.25
758,324,95,3,221.84,665.52
759,324,50,3,497.89,1493.67
760,324,92,2,332.79,665.58
761,325,20,1,86.94,86.94
762,325,82,1,369.1,369.1
763,325,85,3,492.59,1477.77
764,326,41,3,41.31,123.93
765,327,85,1,492.59,492.59
766,327,80,4,451.49,1805.96
767,328,80,3,451.49,1354.47
768,328,76,3,426.76,1280.28
769,328,90,4,214.08,856.32
770,329,100,1,46.79,46.79
771,329,35,3,410.32,1230.96
772,329,68,1,32.27,32.27
773,330,19,1,180.91,180.91
774,330,22,2,59.15,118.3
775,330,86,2,397.74,795.48
776,331,34,5,134.4,672.0
777,331,80,4,451.49,1805.96
778,331,22,1,59.15,59.15
779,331,96,3,305.97,917.91
780,332,89,5,27.6,138.0
781,332,96,2,305.97,611.94
782,332,77,5,128.87,644.35
783,333,56,2,189.05,378.1
784,334,73,1,387.14,387.14
785,335,49,5,495.64,2478.2
786,335,25,4,175.52,702.08
787,336,95,3,221.84,665.52
788,337,49,1,495.64,495.64
789,338,15,4,53.94,215.76
790,339,76,4,426.76,1707.04
791,339,30,5,357.25,1786.25
792,339,54,1,118.02,118.02
793,340,94,3,241.54,724.62
794,340,54,1,118.02,118.02
795,340,82,2,369.1,738.2
796,340,22,3,59.15,177.45
797,341,37,5,354.37,1771.85
798,342,47,2,45.16,90.32
799,342,86,1,397.74,397.74
800,342,9,1,78.57,78.57
801,342,21,3,397.21,1191.63
802,343,32,4,108.18,432.72
803,344,64,5,142.89,714.45
804,345,81,4,35.95,143.8
805,345,56,4,189.05,756.2
806,345,9,1,78.57,78.57
807,345,1,1,29.45,29.45
808,346,21,5,397.21,1986.05
809,346,24,5,78.21,391.05
810,347,28,3,242.71,728.13
811,347,87,1,90.21,90.21
812,348,62,5,466.1,2330.5
813,349,42,5,408.3,2041.5
814,350,72,1,437.04,437.04
815,350,55,1,329.8,329.8
816,350,47,5,45.16,225.8
817,351,40,1,390.15,390.15
818,351,11,1,453.8,453.8
819,351,12,4,70.96,283.84
820,351,10,1,316.11,316.11
821,352,9,5,78.57,392.85
822,352,55,1,329.8,329.8
823,353,100,3,46.79,140.37
824,353,37,2,354.37,708.74
825,353,86,3,397.74,1193.22
826,353,34,2,134.4,268.8
827,354,62,3,466.1,1398.3
828,354,79,3,141.3,423.9
829,354,100,3,46.79,140.37
830,355,88,5,434.27,2171.35
831,355,89,5,27.6,138.0
832,355,54,5,118.02,590.1
833,355,2,5,152.12,760.6
834,356,37,3,354.37,1063.11
835,357,13,1,30.46,30.46
836,357,12,5,70.96,354.8
837,357,47,1,45.16,45.16
838,358,82,5,369.1,1845.5
839,358,82,1,369.1,369.1
840,359,7,2,205.07,410.14
841,359,53,3,493.72,1481.16
842,359,5,5,79.43,397.15
843,359,39,4,284.11,1136.44
844,360,69,3,57.06,171.18
845,360,17,1,339.84,339.84
846,360,7,2,205.07,410.14
847,361,19,3,180.91,542.73
848,361,15,4,53.94,215.76
849,361,17,1,339.84,339.84
850,362,47,5,45.16,225.8
851,362,33,4,384.16,1536.64
852,363,12,2,70.96,141.92
853,363,97,4,384.42,1537.68
854,363,44,2,46.58,93.16
855,363,13,4,30.46,121.84
