order_id,customer_id,order_date,status,total_amount
250,676,2024-09-16 04:38:28,Completed,737.48
251,607,2024-02-14 15:33:52,Cancelled,2520.16
252,678,2023-12-23 21:27:44,Pending,434.27
253,932,2024-05-26 11:34:19,Completed,827.0899999999999
254,932,2023-12-03 04:18:57,Cancelled,2555.7
255,929,2023-12-28 06:36:29,Pending,3464.2
256,989,2025-09-19 18:11:41,Pending,2278.0499999999997
257,414,2025-03-24 18:47:06,Cancelled,5053.48
258,976,2024-07-05 12:30:57,Cancelled,158.81
259,141,2024-09-06 10:16:31,Pending,3058.44
260,297,2025-06-30 15:28:32,Cancelled,305.97
261,463,2024-02-07 17:45:47,Completed,1536.64
262,632,2024-09-14 14:33:41,Cancelled,3506.4000000000005
263,347,2023-10-28 08:41:55,Completed,1046.3200000000002
264,299,2023-12-06 05:40:38,Completed,1737.08
265,126,2024-12-30 16:50:38,Cancelled,2185.2
266,149,2023-12-19 21:50:32,Pending,756.2
267,123,2024-09-05 22:03:35,Cancelled,387.14
268,338,2024-08-14 17:06:49,Pending,1819.59
269,50,2024-06-04 16:56:04,Pending,515.48
270,892,2024-10-19 07:59:54,Pending,2249.62
271,770,2024-05-31 03:52:54,Cancelled,816.6
272,844,2025-08-26 12:09:10,Cancelled,4574.58
273,349,2024-09-27 10:32:38,Pending,1207.44
274,645,2023-11-23 20:38:12,Cancelled,2588.56
275,180,2024-09-04 05:21:18,Pending,2494.54
276,278,2023-12-01 05:43:32,Completed,2686.7200000000003
277,207,2024-04-10 19:07:34,Completed,1163.1
278,955,2024-07-25 06:35:58,Pending,3162.42
279,863,2025-07-18 22:18:59,Completed,2025.92
280,650,2024-03-20 10:28:53,Pending,3237.45
281,223,2025-03-04 06:19:04,Cancelled,3274.56
282,687,2024-05-11 10:59:13,Completed,4323.17
283,38,2025-08-03 18:15:26,Cancelled,3118.8500000000004
284,24,2025-02-15 01:06:24,Pending,20.84
285,63,2024-09-04 00:27:00,Pending,3375.5
286,575,2024-01-25 15:14:45,Pending,2360.88
287,658,2024-10-26 01:47:38,Cancelled,730.28
288,736,2024-11-14 23:24:08,Pending,2889.25
289,798,2024-01-23 11:48:12,Cancelled,2456.45
290,582,2024-06-17 05:13:52,Cancelled,4962.39
291,90,2024-01-20 07:46:07,Completed,603.1
292,933,2024-02-18 08:30:01,Pending,370.75
293,354,2025-06-30 12:59:12,Pending,1989.6799999999998
294,311,2025-01-20 03:01:37,Cancelled,1168.72
295,348,2023-12-12 17:10:59,Pending,2308.86
296,691,2024-01-06 18:16:04,Pending,397.15
297,252,2024-05-06 23:23:25,Cancelled,3968.7599999999998
298,900,2024-02-10 19:15:03,Pending,300.26
299,389,2025-05-18 17:50:21,Completed,1642.27
300,679,2024-01-01 07:47:00,Pending,2269.0
301,788,2024-08-06 18:45:18,Completed,1296.3899999999999
302,88,2023-12-24 09:50:38,Completed,943.6800000000001
303,38,2023-12-24 14:09:05,Pending,2274.68
304,373,2024-06-06 05:38:19,Completed,254.11
305,485,2025-08-20 09:14:06,Pending,1845.5
306,866,2025-09-11 10:58:18,Cancelled,1224.42
307,708,2025-04-27 21:12:38,Cancelled,2204.59
308,567,2024-11-10 10:11:17,Pending,284.11
309,497,2024-11-11 20:01:40,Completed,716.88
310,923,2025-07-27 20:33:51,Cancelled,158.81
311,907,2024-05-14 16:21:33,Pending,568.22
312,2,2024-10-25 11:55:42,Pending,2738.65
313,597,2025-07-15 09:49:38,Completed,1518.56
314,834,2023-12-31 14:10:06,Pending,118.3
315,437,2024-04-29 20:48:13,Pending,489.85
316,684,2024-04-05 04:48:20,Completed,1730.3500000000001
317,509,2024-08-26 13:33:12,Completed,1337.55
318,787,2025-06-03 15:03:24,Completed,509.48
319,111,2025-10-12 13:36:21,Completed,4460.84
320,119,2024-07-28 06:06:03,Cancelled,226.38
321,294,2025-07-30 00:44:08,Pending,1291.8400000000001
322,870,2025-03-20 02:25:45,Pending,1560.6
323,997,2024-05-16 01:11:38,Completed,916.83
324,288,2025-07-22 19:47:24,Pending,2824.77
325,977,2024-03-03 03:25:33,Pending,1933.81
326,968,2025-07-30 16:49:25,Completed,123.93
327,724,2024-06-28 04:56:44,Pending,2298.55
328,182,2024-09-02 08:53:15,Cancelled,3491.07
329,715,2023-12-08 21:11:10,Completed,1310.02
330,939,2025-07-17 20:01:19,Completed,1094.69
331,800,2025-06-15 11:22:57,Completed,3455.02
332,693,2024-04-20 14:04:56,Cancelled,1394.29
333,455,2025-03-10 16:47:21,Completed,378.1
334,706,2023-12-05 02:56:53,Cancelled,387.14
335,91,2023-10-26 01:44:31,Completed,3180.2799999999997
336,704,2025-03-22 08:10:40,Completed,665.52
337,523,2025-10-11 18:19:46,Pending,495.64
338,954,2024-05-17 05:12:00,Cancelled,215.76
339,471,2024-10-13 11:43:29,Completed,3611.31
340,919,2023-12-02 04:47:41,Completed,1758.29
341,885,2025-08-02 04:21:55,Cancelled,1771.85
342,939,2025-09-25 17:48:20,Cancelled,1758.2600000000002
343,942,2023-11-22 17:12:32,Completed,432.72
344,603,2024-04-07 21:57:11,Cancelled,714.45
345,734,2024-10-19 23:53:45,Cancelled,1008.02
346,142,2025-09-25 12:03:21,Cancelled,2377.1
347,503,2025-06-26 21:02:45,Cancelled,818.34
348,963,2024-10-30 04:18:31,Cancelled,2330.5
349,929,2025-08-17 00:49:32,Cancelled,2041.5
350,214,2025-01-04 08:39:01,Completed,992.6400000000001
351,515,2024-02-14 03:45:45,Cancelled,1443.9
352,450,2025-04-08 08:24:45,Completed,722.6500000000001
353,438,2024-09-10 20:16:31,Pending,2311.13
354,650,2023-12-04 19:51:57,Completed,1962.57
355,696,2024-03-09 22:11:45,Cancelled,3660.05
356,367,2024-04-12 08:53:05,Completed,1063.11
357,195,2024-07-10 06:54:17,Pending,430.41999999999996
358,536,2024-02-03 00:01:48,Pending,2214.6
359,569,2024-03-29 04:18:07,Cancelled,3424.89
360,528,2025-03-18 13:19:55,Cancelled,921.16
361,990,2025-04-01 22:24:29,Cancelled,1098.33
362,338,2024-03-05 19:53:39,Completed,1762.44
363,265,2025-03-01 15:18:52,Completed,1894.6000000000001
364,747,2024-06-06 13:45:37,Pending,3185.05
365,871,2025-02-21 20:33:02,Cancelled,2071.29
366,453,2024-07-28 11:07:27,Cancelled,2124.94
367,936,2023-11-10 19:29:14,Completed,2708.84
368,215,2025-02-08 11:23:58,Completed,1195.96
369,359,2025-03-01 15:32:53,Pending,644.35
370,851,2024-05-10 23:23:35,Cancelled,1479.5700000000002
371,513,2025-05-25 11:37:35,Pending,1600.17
372,598,2025-04-07 08:26:43,Pending,1149.22
373,812,2024-03-20 19:53:14,Cancelled,4088.75
374,911,2024-12-30 21:34:25,Cancelled,2288.6
375,410,2023-11-13 22:50:32,Cancelled,551.75
376,305,2024-12-27 04:08:23,Cancelled,152.3
377,607,2025-04-23 09:07:09,Completed,1132.1399999999999
378,622,2024-10-13 06:53:24,Completed,2704.78
379,720,2025-07-08 11:02:24,Pending,257.74
380,232,2024-05-03 03:20:35,Pending,3282.54
381,45,2025-08-09 16:38:51,Cancelled,1131.96
382,658,2024-05-17 08:17:13,Cancelled,359.64
383,332,2024-11-05 21:14:31,Cancelled,5161.69
384,1000,2025-03-07 04:14:42,Completed,838.9100000000001
385,134,2025-06-05 18:37:49,Cancelled,1619.8600000000001
386,311,2024-08-10 12:37:21,Cancelled,1509.3
387,502,2024-12-18 01:25:25,Completed,3498.59
388,999,2025-02-14 05:57:06,Cancelled,3230.7200000000003
389,83,2024-11-30 10:28:08,Cancelled,2648.46
390,296,2024-12-05 06:22:09,Cancelled,1649.07
391,901,2023-11-28 12:49:21,Pending,1922.1
392,379,2024-04-08 23:55:32,Cancelled,1049.1799999999998
393,950,2025-04-19 05:46:29,Cancelled,821.36
394,375,2025-05-10 04:52:08,Cancelled,3674.0099999999998
395,469,2025-01-26 14:19:19,Cancelled,2131.61
396,972,2024-10-06 19:31:17,Pending,284.11
397,838,2025-05-07 03:05:48,Cancelled,4235.97
398,756,2024-08-20 18:35:03,Cancelled,141.52
399,401,2024-04-05 16:05:38,Pending,767.72
400,466,2024-12-24 11:38:18,Completed,1065.4
401,326,2025-05-12 20:04:26,Completed,2268.51
402,497,2023-12-06 02:46:19,Completed,1509.3
403,406,2024-03-20 14:17:34,Pending,1952.63
404,261,2025-09-22 21:45:49,Completed,1014.9100000000001
405,521,2025-07-03 01:41:16,Cancelled,4681.39
406,70,2024-07-19 20:51:11,Completed,2583.94
407,47,2025-03-31 20:36:49,Pending,482.22
408,748,2024-01-13 04:19:56,Pending,1435.3
409,489,2025-05-26 10:37:00,Cancelled,1625.25
410,497,2023-11-29 18:18:13,Completed,592.1
411,109,2024-03-03 05:45:38,Cancelled,158.81
412,32,2024-08-25 11:09:24,Cancelled,1805.77
413,524,2024-05-24 04:12:32,Pending,1867.82
414,482,2024-08-06 17:55:42,Completed,4088.0
415,408,2024-01-07 01:45:52,Cancelled,760.6
416,190,2025-07-23 19:42:12,Cancelled,3821.88
417,239,2025-02-26 03:59:54,Cancelled,3476.37
418,870,2024-05-30 12:43:35,Completed,816.77
419,344,2024-01-22 11:18:45,Cancelled,3451.85
420,645,2024-07-27 13:27:53,Pending,3264.02
421,85,2024-02-14 19:42:19,Cancelled,1616.35
422,382,2025-06-22 05:52:10,Pending,2478.2
423,882,2024-06-09 18:52:23,Cancelled,3906.25
424,268,2024-02-22 21:16:17,Cancelled,590.9
425,246,2024-09-02 16:08:00,Completed,1837.04
426,268,2025-03-21 18:42:04,Cancelled,1620.74
427,99,2024-03-04 01:02:19,Pending,1926.1100000000001
428,512,2025-06-22 16:53:58,Cancelled,1863.83
429,751,2025-03-12 03:07:25,Completed,346.28
430,491,2024-02-09 13:18:51,Cancelled,918.63
431,366,2025-03-31 08:40:48,Completed,2613.0600000000004
432,831,2024-05-26 03:20:02,Cancelled,604.63
433,688,2025-04-08 02:02:03,Cancelled,2926.24
434,549,2024-10-19 14:47:26,Cancelled,760.6
435,651,2025-04-06 17:45:21,Pending,1233.03
436,792,2024-06-28 02:19:06,Pending,1031.6100000000001
437,543,2024-10-18 12:46:47,Cancelled,1275.6399999999999
438,282,2024-05-29 06:47:36,Pending,1037.86
439,31,2024-01-04 14:35:46,Completed,225.2
440,364,2025-02-08 11:22:37,Pending,1215.55
441,572,2025-02-17 20:11:09,Pending,135.12
442,104,2025-08-25 01:47:09,Pending,1434.0
443,829,2024-04-02 01:53:48,Cancelled,1935.05
444,151,2024-01-27 22:53:49,Cancelled,548.07
445,867,2024-02-18 11:47:00,Cancelled,1157.49
446,393,2025-05-29 06:47:55,Cancelled,321.93
447,747,2025-07-07 17:06:04,Pending,2779.9399999999996
448,600,2025-08-28 18:35:14,Cancelled,2161.54
449,747,2024-05-06 08:49:54,Pending,426.76
450,837,2024-10-13 17:50:18,Completed,493.72
451,138,2025-04-04 20:45:06,Cancelled,128.87
452,864,2024-06-04 03:39:11,Completed,2695.06
453,315,2025-05-30 20:07:59,Pending,2707.2
454,401,2024-09-23 01:09:28,Pending,451.7
455,612,2023-12-14 15:33:00,Cancelled,456.03999999999996
456,788,2024-12-28 12:35:16,Completed,2583.74
457,159,2025-10-05 07:54:43,Pending,4639.69
458,55,2023-12-22 16:24:40,Pending,1292.29
459,626,2024-07-12 00:46:08,Pending,2728.56
460,197,2025-08-01 07:01:18,Completed,3244.75
461,98,2024-07-21 09:57:03,Pending,2894.2999999999997
462,515,2024-08-04 00:14:32,Pending,3946.51
463,482,2025-08-15 20:12:05,Pending,3079.6099999999997
464,749,2025-05-17 04:59:41,Cancelled,2686.13
465,736,2023-10-31 15:53:28,Pending,1602.24
466,241,2024-12-14 13:44:55,Cancelled,1982.2
467,282,2025-01-23 15:13:35,Completed,1449.99
468,82,2025-08-09 20:01:44,Pending,2815.99
469,985,2023-10-29 15:10:42,Completed,4556.3
470,527,2025-09-21 22:44:05,Cancelled,2088.5899999999997
471,412,2023-11-10 13:15:48,Cancelled,2914.33
472,823,2024-11-16 21:03:33,Completed,2958.9300000000003
473,6,2024-08-01 06:20:46,Completed,577.79
474,893,2025-03-17 21:01:13,Pending,1359.31
475,591,2024-08-20 23:17:38,Completed,221.84
476,184,2025-08-01 17:49:50,Cancelled,794.05
477,450,2023-12-30 15:26:12,Completed,612.42
478,98,2025-04-23 15:55:49,Cancelled,3428.4300000000003
479,849,2025-05-17 22:15:19,Pending,4846.23
480,910,2024-12-12 12:33:19,Pending,432.49
481,590,2023-12-05 12:59:09,Pending,427.26
482,506,2025-05-22 10:41:56,Cancelled,806.07
483,819,2025-08-05 20:12:12,Cancelled,1982.56
484,323,2025-03-08 03:43:21,Cancelled,2803.18
485,649,2024-07-08 18:38:10,Cancelled,1016.46
486,201,2024-02-04 17:46:42,Cancelled,1103.98
487,586,2025-07-06 13:08:52,Completed,2959.26
488,301,2024-08-01 18:06:45,Pending,1443.44
489,405,2024-06-27 18:58:47,Cancelled,2423.03
490,932,2024-12-23 12:34:30,Completed,225.85
491,11,2025-04-01 17:49:18,Cancelled,214.08
492,380,2024-02-15 21:02:37,Completed,434.7
493,788,2025-02-07 12:52:03,Completed,355.26
494,107,2025-03-10 07:51:10,Pending,1838.62
495,570,2025-09-10 01:28:39,Cancelled,403.2
496,242,2024-12-24 00:15:42,Pending,79.43
497,248,2024-06-15 14:08:01,Completed,820.28
498,310,2025-10-15 10:03:49,Cancelled,3220.48
499,183,2025-03-03 09:17:59,Completed,4919.719999999999
500,457,2025-01-29 01:09:58,Cancelled,2457.96
501,44,2025-07-24 23:51:18,Completed,3185.66
502,66,2025-03-11 14:21:29,Pending,3369.29
503,673,2024-09-17 02:10:44,Completed,113.1
504,830,2025-02-18 03:29:47,Cancelled,2101.2799999999997
505,315,2025-10-09 00:38:36,Cancelled,2940.94
506,309,2025-05-17 16:55:11,Completed,993.1600000000001
507,755,2024-03-05 22:50:07,Cancelled,2837.16
508,56,2025-04-17 17:02:11,Pending,1904.05
509,125,2023-12-16 20:28:21,Cancelled,1106.3500000000001
510,708,2025-05-07 17:56:43,Completed,1856.31
511,248,2024-05-09 02:52:43,Completed,4932.8099999999995
512,39,2024-09-10 03:32:54,Completed,1858.52
513,876,2025-03-30 15:48:32,Pending,2386.95
514,595,2023-12-17 02:49:58,Pending,987.44
515,60,2024-06-02 10:32:39,Pending,3707.4399999999996
516,320,2025-08-03 11:55:27,Completed,634.32
517,115,2023-12-27 22:50:21,Completed,1469.13
